AÑO,MUNICIPIO,DEPARTAMENTO,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,DESERCIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,Causas
2020,La Primavera,Vichada,2511,98.05,3.51,3.1,3.92,4.15,Sin acceso a internet
2020,Puerto Carreño,Vichada,4608,127.24,2.36,2.96,1.17,0.77,Sin acceso a internet
2020,Yavaraté,Vaupés,545,48.62,4.95,2.33,8.33,12.9,Sin acceso a internet
2020,Pacoa,Vaupés,1714,51.28,2.87,2.62,3.99,1.82,Sin acceso a internet
2020,Mitú,Vaupés,11394,61.29,2.47,2.14,2.51,3.89,Sin acceso a internet
2020,Miraflores,Guaviare,1904,41.39,3.73,3.95,3.19,6.15,Sin acceso a internet
2020,El Retorno,Guaviare,3837,72.74,1.37,0.88,2.25,0.75,Sin acceso a internet
2020,Calamar,Guaviare,2325,69.81,2.2,1.09,3.93,4.24,Sin acceso a internet
2020,San José del Guaviare,Guaviare,13416,94.25,5.53,4.18,7.11,7.78,Sin acceso a internet
2020,Morichal,Guainía,337,44.21,1.49,1.0,0.0,7.69,Sin acceso a internet
2020,Pana Pana,Guainía,663,34.69,10.8,5.92,22.78,17.39,Sin acceso a internet
2020,Puerto Colombia,Guainía,715,63.36,8.56,7.24,5.08,21.21,Sin acceso a internet
2020,San Felipe,Guainía,617,64.67,3.82,3.14,4.59,7.41,Sin acceso a internet
2020,Barranco Minas,Guainía,3616,66.23,0.62,0.69,0.51,0.0,Sin acceso a internet
2020,Inírida,Guainía,9348,75.99,3.61,3.61,3.09,2.3,Sin acceso a internet
2020,Tarapacá,Amazonas,1267,57.54,0.64,0.89,0.0,0.0,Sin acceso a internet
2020,Puerto Santander,Amazonas,591,64.13,2.91,2.49,3.06,9.09,Sin acceso a internet
2020,Puerto Nariño,Amazonas,3212,53.42,0.91,0.49,1.05,1.5,Sin acceso a internet
2020,Miriti - Paraná,Amazonas,588,33.5,0.77,1.15,0.76,0.0,Sin acceso a internet
2020,La Pedrera,Amazonas,1186,74.62,0.6,0.49,0.9,0.0,Sin acceso a internet
2020,La Chorrera,Amazonas,1159,51.6,6.35,0.0,15.19,11.29,Sin acceso a internet
2020,El Encanto,Amazonas,674,51.48,0.52,0.0,0.86,2.7,Sin acceso a internet
2020,Leticia,Amazonas,13222,98.64,2.72,0.8,3.82,2.73,Sin acceso a internet
2020,Providencia,Archipiélago de San Andrés. Providencia y Santa Catalina,1199,75.06,0.55,1.06,0.0,0.0,Sin acceso a internet
2020,San Andrés,Archipiélago de San Andrés. Providencia y Santa Catalina,9970,94.9,1.52,1.33,1.79,1.61,Sin acceso a internet
2020,Villagarzón,Putumayo,5559,105.95,7.92,5.29,11.12,10.98,Sin acceso a internet
2020,Valle del Guamuez,Putumayo,7702,87.25,8.16,6.25,10.65,9.27,Sin acceso a internet
2020,Santiago,Putumayo,1535,79.8,4.96,3.57,6.56,4.84,Sin acceso a internet
2020,San Miguel,Putumayo,4575,85.14,7.93,5.91,9.99,11.22,Sin acceso a internet
2020,San Francisco,Putumayo,1099,80.25,5.98,2.6,11.29,5.07,Sin acceso a internet
2020,Sibundoy,Putumayo,2922,105.51,1.45,0.87,1.66,2.51,Sin acceso a internet
2020,Leguízamo,Putumayo,7882,70.44,9.37,6.51,13.69,14.34,Sin acceso a internet
2020,Puerto Guzmán,Putumayo,9849,50.95,14.09,8.42,24.53,21.53,Sin acceso a internet
2020,Puerto Caicedo,Putumayo,3368,67.46,7.62,7.93,7.39,8.41,Sin acceso a internet
2020,Puerto Asís,Putumayo,14808,94.15,6.93,5.54,9.26,7.89,Sin acceso a internet
2020,Orito,Putumayo,9060,93.77,6.53,6.2,6.86,8.0,Sin acceso a internet
2020,Colón,Putumayo,1020,80.39,3.58,2.92,3.68,6.52,Sin acceso a internet
2020,Mocoa,Putumayo,11431,91.17,5.86,5.36,5.94,6.14,Sin acceso a internet
2020,Villanueva,Casanare,7732,94.43,1.33,0.93,1.59,1.66,Sin acceso a internet
2020,Trinidad,Casanare,3167,96.34,5.12,5.86,4.44,2.36,Sin acceso a internet
2020,Tauramena,Casanare,5696,91.31,1.6,1.21,1.61,2.84,Sin acceso a internet
2020,Támara,Casanare,1687,93.01,0.87,0.24,1.72,1.65,Sin acceso a internet
2020,San Luis de Palenque,Casanare,1896,81.8,2.5,2.97,1.73,2.99,Sin acceso a internet
2020,Sácama,Casanare,458,58.08,1.08,1.8,1.01,0.0,Sin acceso a internet
2020,Sabanalarga,Casanare,705,89.93,2.03,1.15,2.36,4.03,Sin acceso a internet
2020,Recetor,Casanare,326,50.0,3.43,3.13,5.71,0.0,Sin acceso a internet
2020,Pore,Casanare,2897,79.67,1.58,1.42,2.35,0.83,Sin acceso a internet
2020,Paz de Ariporo,Casanare,8729,92.85,1.72,1.83,1.62,1.53,Sin acceso a internet
2020,Orocué,Casanare,3346,79.38,3.53,2.43,5.1,3.8,Sin acceso a internet
2020,Nunchía,Casanare,1870,90.0,0.34,0.24,0.16,0.0,Sin acceso a internet
2020,Monterrey,Casanare,3718,91.15,0.87,0.68,0.66,2.04,Sin acceso a internet
2020,Maní,Casanare,3783,82.02,3.49,2.56,5.0,4.14,Sin acceso a internet
2020,La Salina,Casanare,377,64.72,2.55,0.94,5.61,0.0,Sin acceso a internet
2020,Hato Corozal,Casanare,3246,97.13,1.75,1.06,2.85,2.57,Sin acceso a internet
2020,Chameza,Casanare,577,67.24,1.68,0.56,3.31,1.85,Sin acceso a internet
2020,Aguazul,Casanare,7959,94.45,1.06,1.13,0.9,1.1,Sin acceso a internet
2020,Yopal,Casanare,35686,101.71,2.49,2.47,2.63,1.96,Sin acceso a internet
2020,Tame,Arauca,11725,117.65,4.66,3.33,6.6,6.71,Sin acceso a internet
2020,Saravena,Arauca,14258,85.17,3.35,3.0,4.05,4.21,Sin acceso a internet
2020,Puerto Rondón,Arauca,1058,74.95,1.68,1.53,1.21,1.72,Sin acceso a internet
2020,Fortul,Arauca,4978,104.96,5.95,5.83,8.17,2.97,Sin acceso a internet
2020,Cravo Norte,Arauca,836,90.67,5.74,5.25,4.06,7.69,Sin acceso a internet
2020,Arauquita,Arauca,13580,68.03,4.39,4.22,4.56,5.33,Sin acceso a internet
2020,Arauca,Arauca,20145,98.58,2.95,3.05,3.34,2.68,Sin acceso a internet
2020,Zarzal,Valle del Cauca,8497,77.97,3.63,3.86,3.88,2.55,Sin acceso a internet
2020,Yumbo,Valle del Cauca,21408,97.33,2.44,2.34,2.22,3.25,Sin acceso a internet
2020,Yotoco,Valle del Cauca,3125,77.86,0.8,0.74,0.76,1.56,Sin acceso a internet
2020,Vijes,Valle del Cauca,2405,69.56,2.0,1.34,2.5,3.03,Sin acceso a internet
2020,Versalles,Valle del Cauca,1323,70.67,3.7,2.13,6.21,2.61,Sin acceso a internet
2020,Ulloa,Valle del Cauca,1091,71.13,1.74,0.55,2.08,5.26,Sin acceso a internet
2020,Tuluá,Valle del Cauca,41830,79.64,3.32,2.77,4.11,3.09,Sin acceso a internet
2020,Trujillo,Valle del Cauca,4136,70.14,2.25,2.6,2.1,1.91,Sin acceso a internet
2020,Toro,Valle del Cauca,3034,73.8,4.96,4.48,6.8,1.83,Sin acceso a internet
2020,Sevilla,Valle del Cauca,7604,74.17,4.5,3.31,6.15,2.65,Sin acceso a internet
2020,San Pedro,Valle del Cauca,3447,76.15,1.21,1.0,1.38,2.12,Sin acceso a internet
2020,Roldanillo,Valle del Cauca,6938,82.1,1.58,1.22,1.7,1.86,Sin acceso a internet
2020,Riofrío,Valle del Cauca,3152,77.35,5.02,5.32,5.38,3.75,Sin acceso a internet
2020,Restrepo,Valle del Cauca,3080,95.03,2.16,1.76,2.68,1.94,Sin acceso a internet
2020,Pradera,Valle del Cauca,10348,79.44,2.79,2.6,2.64,2.1,Sin acceso a internet
2020,Palmira,Valle del Cauca,62862,81.55,1.71,1.67,1.69,1.62,Sin acceso a internet
2020,Obando,Valle del Cauca,2459,63.93,4.65,4.84,4.6,1.66,Sin acceso a internet
2020,La Victoria,Valle del Cauca,2098,90.99,3.8,2.86,5.44,2.41,Sin acceso a internet
2020,La Unión,Valle del Cauca,6707,77.1,2.85,2.69,3.32,2.69,Sin acceso a internet
2020,La Cumbre,Valle del Cauca,2841,73.28,3.45,1.41,2.06,2.68,Sin acceso a internet
2020,Jamundí,Valle del Cauca,31884,76.72,1.37,1.03,1.55,1.78,Sin acceso a internet
2020,Guacarí,Valle del Cauca,6678,76.59,2.58,2.8,2.42,1.89,Sin acceso a internet
2020,Ginebra,Valle del Cauca,4426,85.52,1.85,1.93,1.76,2.31,Sin acceso a internet
2020,Florida,Valle del Cauca,11967,83.21,7.11,2.79,8.85,4.65,Sin acceso a internet
2020,El Dovio,Valle del Cauca,1968,92.43,7.78,7.69,9.93,5.29,Sin acceso a internet
2020,El Cerrito,Valle del Cauca,10975,89.56,2.07,2.41,1.9,0.88,Sin acceso a internet
2020,El Cairo,Valle del Cauca,1353,74.58,4.18,3.96,5.72,2.7,Sin acceso a internet
2020,El Águila,Valle del Cauca,1895,75.88,5.5,3.09,7.19,8.9,Sin acceso a internet
2020,Dagua,Valle del Cauca,9932,67.98,7.39,5.66,9.67,6.9,Sin acceso a internet
2020,Cartago,Valle del Cauca,24348,80.17,1.16,0.84,1.57,1.08,Sin acceso a internet
2020,Candelaria,Valle del Cauca,19190,81.58,1.7,1.16,1.46,1.48,Sin acceso a internet
2020,Calima El Darien,Valle del Cauca,3562,78.38,3.36,1.66,2.68,3.69,Sin acceso a internet
2020,Caicedonia,Valle del Cauca,5297,71.68,2.88,1.95,3.85,4.19,Sin acceso a internet
2020,Bugalagrande,Valle del Cauca,4665,74.81,3.5,3.63,4.11,2.15,Sin acceso a internet
2020,Guadalajara de Buga,Valle del Cauca,23359,83.28,3.8,3.55,4.28,2.23,Sin acceso a internet
2020,Buenaventura,Valle del Cauca,83105,80.41,2.03,2.25,1.87,2.1,Sin acceso a internet
2020,Bolívar,Valle del Cauca,3390,76.46,4.19,3.72,5.21,3.31,Sin acceso a internet
2020,Argelia,Valle del Cauca,1152,79.17,5.09,6.94,3.45,4.51,Sin acceso a internet
2020,Ansermanuevo,Valle del Cauca,3713,75.33,15.21,12.78,20.54,12.9,Sin acceso a internet
2020,Andalucía,Valle del Cauca,4261,65.67,2.05,1.81,2.42,1.73,Sin acceso a internet
2020,Alcalá,Valle del Cauca,2879,69.61,1.41,1.89,1.06,0.4,Sin acceso a internet
2020,Cali,Valle del Cauca,388573,84.41,2.71,2.82,2.62,2.3,Sin acceso a internet
2020,Villarrica,Tolima,898,99.55,3.84,3.41,5.1,3.7,Sin acceso a internet
2020,Villahermosa,Tolima,1914,88.61,4.46,3.57,5.74,5.03,Sin acceso a internet
2020,Venadillo,Tolima,2431,95.97,2.98,2.09,3.99,3.78,Sin acceso a internet
2020,Valle de San Juan,Tolima,1046,86.62,5.23,2.98,3.31,17.81,Sin acceso a internet
2020,Suárez,Tolima,599,90.82,1.39,0.38,2.46,1.52,Sin acceso a internet
2020,Santa Isabel,Tolima,1229,94.47,4.77,3.37,6.61,6.29,Sin acceso a internet
2020,San Luis,Tolima,2454,96.01,4.96,3.9,6.58,6.03,Sin acceso a internet
2020,San Antonio,Tolima,2947,94.57,10.17,10.12,9.99,10.36,Sin acceso a internet
2020,Saldaña,Tolima,2709,89.48,2.34,3.65,1.37,1.45,Sin acceso a internet
2020,Rovira,Tolima,4858,100.39,3.11,2.19,4.0,3.35,Sin acceso a internet
2020,Roncesvalles,Tolima,1275,83.84,9.87,7.78,12.24,10.45,Sin acceso a internet
2020,Rioblanco,Tolima,5893,81.64,6.46,5.52,10.01,4.02,Sin acceso a internet
2020,Purificación,Tolima,4160,98.56,1.32,1.21,1.31,1.87,Sin acceso a internet
2020,Prado,Tolima,1621,101.97,4.35,0.99,8.9,4.62,Sin acceso a internet
2020,Planadas,Tolima,6601,99.02,3.0,2.05,4.64,4.06,Sin acceso a internet
2020,Piedras,Tolima,1215,74.24,0.92,1.23,0.82,0.0,Sin acceso a internet
2020,Palocabildo,Tolima,2087,74.89,2.77,4.38,1.51,1.3,Sin acceso a internet
2020,Ortega,Tolima,7586,79.63,1.39,0.77,1.82,2.68,Sin acceso a internet
2020,Natagaima,Tolima,2635,103.04,2.24,1.12,3.59,2.26,Sin acceso a internet
2020,Murillo,Tolima,941,75.35,8.79,3.97,17.99,5.88,Sin acceso a internet
2020,Melgar,Tolima,6795,118.72,3.31,3.62,2.78,4.0,Sin acceso a internet
2020,Mariquita,Tolima,7002,96.5,8.49,7.47,8.25,14.54,Sin acceso a internet
2020,Líbano,Tolima,6620,102.72,2.46,2.1,3.01,2.09,Sin acceso a internet
2020,Lérida,Tolima,3288,95.29,4.71,6.39,3.96,2.25,Sin acceso a internet
2020,Icononzo,Tolima,2240,93.26,3.19,1.56,4.48,5.43,Sin acceso a internet
2020,Honda,Tolima,3941,93.99,2.13,1.65,3.1,1.09,Sin acceso a internet
2020,Herveo,Tolima,1436,85.65,4.67,3.52,4.75,10.2,Sin acceso a internet
2020,Guamo,Tolima,5896,88.52,0.55,0.34,0.38,1.27,Sin acceso a internet
2020,Fresno,Tolima,6062,92.38,6.96,8.65,6.17,3.74,Sin acceso a internet
2020,Flandes,Tolima,5112,89.4,4.81,3.03,5.23,4.6,Sin acceso a internet
2020,Falan,Tolima,1432,108.31,1.67,0.6,3.05,1.12,Sin acceso a internet
2020,Espinal,Tolima,12159,111.36,2.62,2.28,3.27,1.82,Sin acceso a internet
2020,Dolores,Tolima,1534,94.59,4.98,4.33,7.32,2.21,Sin acceso a internet
2020,Cunday,Tolima,1656,99.34,2.37,1.68,2.89,1.19,Sin acceso a internet
2020,Coyaima,Tolima,5001,105.62,0.67,0.5,0.97,0.74,Sin acceso a internet
2020,Coello,Tolima,1572,87.15,1.56,0.64,1.34,3.32,Sin acceso a internet
2020,Chaparral,Tolima,11254,91.85,5.64,4.65,7.26,5.25,Sin acceso a internet
2020,Casabianca,Tolima,1315,82.05,1.16,0.19,2.83,0.74,Sin acceso a internet
2020,Carmen de Apicalá,Tolima,1851,97.95,1.1,0.77,1.26,1.77,Sin acceso a internet
2020,Cajamarca,Tolima,3656,93.35,2.77,2.63,2.9,2.03,Sin acceso a internet
2020,Ataco,Tolima,4707,93.07,5.5,3.88,9.14,5.15,Sin acceso a internet
2020,Armero,Tolima,2129,99.48,2.09,1.23,3.45,2.26,Sin acceso a internet
2020,Anzoátegui,Tolima,2291,76.95,2.63,0.94,4.39,4.93,Sin acceso a internet
2020,Ambalema,Tolima,1213,77.66,6.73,6.47,8.31,3.42,Sin acceso a internet
2020,Alvarado,Tolima,1633,84.57,3.61,2.1,5.2,4.32,Sin acceso a internet
2020,Alpujarra,Tolima,831,87.12,1.44,0.3,2.54,2.97,Sin acceso a internet
2020,Ibagué,Tolima,89880,106.82,2.43,2.2,2.91,1.83,Sin acceso a internet
2020,Toluviejo,Sucre,4795,98.12,1.95,2.01,1.97,0.9,Sin acceso a internet
2020,Santiago de Tolú,Sucre,7980,86.98,4.5,1.35,10.39,3.0,Sin acceso a internet
2020,Sucre,Sucre,6666,79.33,1.1,0.72,1.61,1.78,Sin acceso a internet
2020,Sincé,Sucre,6508,90.24,5.65,3.62,3.9,2.65,Sin acceso a internet
2020,San Pedro,Sucre,4042,92.4,3.27,2.93,3.15,1.68,Sin acceso a internet
2020,San Onofre,Sucre,12945,96.45,2.7,1.86,3.94,3.13,Sin acceso a internet
2020,San Marcos,Sucre,14224,91.58,1.21,1.34,0.82,0.87,Sin acceso a internet
2020,San Juan de Betulia,Sucre,2810,87.72,0.99,1.16,0.35,1.74,Sin acceso a internet
2020,San Benito Abad,Sucre,6868,83.98,1.03,0.88,0.98,1.3,Sin acceso a internet
2020,Sampués,Sucre,10881,94.67,0.81,0.45,0.68,1.05,Sin acceso a internet
2020,Palmito,Sucre,3598,90.24,0.81,0.83,0.81,0.79,Sin acceso a internet
2020,Ovejas,Sucre,4786,108.8,1.83,1.4,1.51,0.0,Sin acceso a internet
2020,Morroa,Sucre,3321,78.68,12.95,1.55,32.4,13.89,Sin acceso a internet
2020,Majagual,Sucre,8851,102.96,1.04,0.66,1.24,0.58,Sin acceso a internet
2020,Los Palmitos,Sucre,4928,94.6,1.13,1.01,0.35,1.17,Sin acceso a internet
2020,La Unión,Sucre,2774,95.1,3.27,0.69,5.36,8.89,Sin acceso a internet
2020,Guaranda,Sucre,4585,88.72,2.49,2.25,2.77,4.44,Sin acceso a internet
2020,Galeras,Sucre,5362,87.64,4.41,2.06,6.81,3.51,Sin acceso a internet
2020,El Roble,Sucre,2298,92.08,1.2,0.1,2.72,0.79,Sin acceso a internet
2020,Chalán,Sucre,1006,86.98,1.59,0.7,2.14,3.74,Sin acceso a internet
2020,Coveñas,Sucre,3724,97.29,2.9,0.69,2.02,4.74,Sin acceso a internet
2020,Corozal,Sucre,14116,100.58,1.45,1.85,0.95,0.59,Sin acceso a internet
2020,Colosó,Sucre,1844,94.96,1.54,0.93,1.15,1.05,Sin acceso a internet
2020,Caimito,Sucre,3680,75.52,1.51,0.55,2.85,2.07,Sin acceso a internet
2020,Buenavista,Sucre,2421,85.96,0.44,0.44,0.4,0.42,Sin acceso a internet
2020,Sincelejo,Sucre,59824,101.61,1.34,1.3,1.46,1.23,Sin acceso a internet
2020,Zapatoca,Santander,1836,99.18,1.57,1.31,1.74,2.5,Sin acceso a internet
2020,Villanueva,Santander,1456,77.82,2.19,1.27,2.6,4.97,Sin acceso a internet
2020,Vetas,Santander,423,61.7,0.0,0.0,0.0,0.0,Sin acceso a internet
2020,Vélez,Santander,4056,80.79,1.41,0.83,1.17,3.23,Sin acceso a internet
2020,Valle de San José,Santander,1245,80.64,0.83,0.28,1.52,0.64,Sin acceso a internet
2020,Tona,Santander,1570,87.52,3.69,1.59,7.85,2.9,Sin acceso a internet
2020,Suratá,Santander,732,87.3,1.35,0.58,2.37,3.28,Sin acceso a internet
2020,Sucre,Santander,1410,85.04,4.31,2.59,7.07,2.44,Sin acceso a internet
2020,Suaita,Santander,1829,96.94,2.3,0.67,3.42,3.4,Sin acceso a internet
2020,Socorro,Santander,5826,94.97,1.08,1.61,0.44,0.61,Sin acceso a internet
2020,Simacota,Santander,2147,80.3,3.94,2.65,4.27,6.67,Sin acceso a internet
2020,Santa Helena del Opón,Santander,773,89.91,2.48,1.28,3.02,5.1,Sin acceso a internet
2020,Santa Bárbara,Santander,452,76.99,1.61,0.7,2.8,2.22,Sin acceso a internet
2020,San Vicente de Chucurí,Santander,6902,84.86,1.61,1.25,2.56,0.91,Sin acceso a internet
2020,San Miguel,Santander,478,80.96,0.74,0.0,1.96,0.0,Sin acceso a internet
2020,San José de Miranda,Santander,794,69.77,0.17,0.0,0.44,0.0,Sin acceso a internet
2020,San Joaquín,Santander,451,87.58,0.75,0.0,2.03,0.0,Sin acceso a internet
2020,San Gil,Santander,10394,107.08,1.51,1.55,1.48,1.14,Sin acceso a internet
2020,San Benito,Santander,499,74.95,0.0,0.0,0.0,0.0,Sin acceso a internet
2020,San Andrés,Santander,1539,94.87,0.98,0.34,1.32,1.22,Sin acceso a internet
2020,Sabana de Torres,Santander,7841,96.89,1.64,1.41,1.81,1.58,Sin acceso a internet
2020,Rionegro,Santander,5459,99.54,1.88,1.9,1.87,1.28,Sin acceso a internet
2020,Puerto Wilches,Santander,7973,96.51,1.27,1.04,1.58,1.05,Sin acceso a internet
2020,Puerto Parra,Santander,1870,83.21,2.0,2.34,1.93,0.74,Sin acceso a internet
2020,Puente Nacional,Santander,2641,113.59,1.25,1.82,1.01,0.35,Sin acceso a internet
2020,Pinchote,Santander,953,66.42,0.9,0.39,0.77,0.97,Sin acceso a internet
2020,Piedecuesta,Santander,33049,95.35,2.03,1.48,2.24,3.64,Sin acceso a internet
2020,Páramo,Santander,977,80.76,3.67,0.28,7.98,3.57,Sin acceso a internet
2020,Málaga,Santander,4179,98.68,1.28,0.45,1.84,1.71,Sin acceso a internet
2020,Macaravita,Santander,430,86.74,0.53,0.0,1.47,0.0,Sin acceso a internet
2020,Los Santos,Santander,3086,75.99,2.07,1.4,2.24,2.19,Sin acceso a internet
2020,Lebríja,Santander,8672,89.59,3.99,2.5,5.62,5.11,Sin acceso a internet
2020,La Paz,Santander,892,66.37,2.53,0.79,4.2,3.64,Sin acceso a internet
2020,Landázuri,Santander,2210,98.42,2.23,0.41,4.44,2.32,Sin acceso a internet
2020,La Belleza,Santander,1254,91.39,5.01,3.58,5.53,7.1,Sin acceso a internet
2020,Jordán,Santander,275,110.55,0.96,0.0,2.33,0.0,Sin acceso a internet
2020,Jesús María,Santander,623,81.22,0.93,0.0,1.4,2.15,Sin acceso a internet
2020,Chíquiza,Boyacá,996,75.5,1.52,0.59,1.74,4.72,Sin acceso a internet
2020,Cuítiva,Boyacá,384,79.17,0.61,0.89,0.0,0.0,Sin acceso a internet
2020,Cucaita,Boyacá,760,96.71,0.51,0.33,0.33,1.61,Sin acceso a internet
2020,Cubará,Boyacá,3140,45.86,2.38,0.44,8.36,2.65,Sin acceso a internet
2020,Covarachía,Boyacá,527,87.48,0.41,0.0,0.0,1.15,Sin acceso a internet
2020,Corrales,Boyacá,424,94.58,1.4,1.55,0.68,1.96,Sin acceso a internet
2020,Coper,Boyacá,672,78.87,1.26,0.81,2.04,1.22,Sin acceso a internet
2020,Cómbita,Boyacá,1902,96.21,4.6,1.77,6.49,8.91,Sin acceso a internet
2020,Ciénega,Boyacá,959,85.71,0.7,0.26,0.34,0.84,Sin acceso a internet
2020,Chivatá,Boyacá,624,68.59,0.43,0.0,0.0,0.0,Sin acceso a internet
2020,Chitaraque,Boyacá,1199,78.98,2.11,2.14,2.46,1.71,Sin acceso a internet
2020,Chita,Boyacá,1918,91.76,0.22,0.0,0.43,0.42,Sin acceso a internet
2020,Chiscas,Boyacá,722,84.21,0.16,0.41,0.0,0.0,Sin acceso a internet
2020,Chiquinquirá,Boyacá,11718,98.92,3.06,2.66,3.05,4.13,Sin acceso a internet
2020,Chinavita,Boyacá,508,86.22,1.91,1.01,1.76,5.0,Sin acceso a internet
2020,Cerinza,Boyacá,604,90.56,0.17,0.0,0.0,0.0,Sin acceso a internet
2020,Campohermoso,Boyacá,638,68.5,0.65,0.0,0.6,3.85,Sin acceso a internet
2020,Caldas,Boyacá,586,73.72,2.77,1.16,5.32,1.1,Sin acceso a internet
2020,Busbanzá,Boyacá,183,59.56,0.0,0.0,0.0,0.0,Sin acceso a internet
2020,Buenavista,Boyacá,835,94.13,1.82,0.94,1.83,4.03,Sin acceso a internet
2020,Briceño,Boyacá,417,89.45,4.31,1.86,7.1,6.98,Sin acceso a internet
2020,Boyacá,Boyacá,1021,72.67,0.64,0.63,0.63,0.93,Sin acceso a internet
2020,Boavita,Boyacá,892,93.72,1.56,0.79,2.19,1.95,Sin acceso a internet
2020,Betéitiva,Boyacá,301,70.43,1.32,0.0,3.3,0.0,Sin acceso a internet
2020,Berbeo,Boyacá,273,97.8,0.36,0.99,0.0,0.0,Sin acceso a internet
2020,Belén,Boyacá,1443,98.06,0.62,0.53,0.18,1.65,Sin acceso a internet
2020,Arcabuco,Boyacá,1207,87.08,0.63,0.7,0.22,0.0,Sin acceso a internet
2020,Aquitania,Boyacá,3291,91.8,0.46,0.08,0.36,2.03,Sin acceso a internet
2020,Almeida,Boyacá,249,78.31,0.94,0.0,0.0,6.45,Sin acceso a internet
2020,Tunja,Boyacá,32141,105.82,2.07,1.57,2.31,2.22,Sin acceso a internet
2020,Zambrano,Bolívar,2756,93.83,2.22,1.52,3.48,2.09,Sin acceso a internet
2020,Villanueva,Bolívar,5930,82.26,0.25,0.27,0.18,0.41,Sin acceso a internet
2020,Turbaná,Bolívar,3574,93.17,0.67,0.81,0.0,0.0,Sin acceso a internet
2020,Turbaco,Bolívar,23239,85.37,1.61,2.04,0.81,1.48,Sin acceso a internet
2020,Tiquisio,Bolívar,5299,106.38,1.18,0.7,1.95,1.98,Sin acceso a internet
2020,Talaigua Nuevo,Bolívar,3239,96.48,0.87,0.58,1.28,1.61,Sin acceso a internet
2020,Soplaviento,Bolívar,2131,79.68,1.31,0.73,1.98,2.34,Sin acceso a internet
2020,Simití,Bolívar,4524,81.43,1.26,0.69,2.4,0.59,Sin acceso a internet
2020,Santa Rosa del Sur,Bolívar,8620,103.56,4.97,3.03,8.01,7.23,Sin acceso a internet
2020,Santa Rosa,Bolívar,5059,76.75,0.97,1.41,0.58,0.92,Sin acceso a internet
2020,Santa Catalina,Bolívar,3357,98.66,0.55,0.38,0.58,1.03,Sin acceso a internet
2020,San Pablo,Bolívar,7442,92.35,0.21,0.16,0.23,0.18,Sin acceso a internet
2020,San Martín de Loba,Bolívar,3808,104.44,1.23,1.09,1.15,0.94,Sin acceso a internet
2020,San Juan Nepomuceno,Bolívar,7772,95.87,1.35,1.12,1.87,1.0,Sin acceso a internet
2020,San Jacinto del Cauca,Bolívar,2646,80.39,0.95,0.85,1.34,0.87,Sin acceso a internet
2020,San Jacinto,Bolívar,5251,93.22,1.64,0.17,3.34,2.39,Sin acceso a internet
2020,San Fernando,Bolívar,3216,68.03,0.8,1.03,0.71,0.0,Sin acceso a internet
2020,San Estanislao,Bolívar,4126,89.38,1.67,1.11,2.3,2.14,Sin acceso a internet
2020,San Cristóbal,Bolívar,1863,87.82,1.27,0.84,1.9,1.98,Sin acceso a internet
2020,Río Viejo,Bolívar,2403,75.11,0.5,0.29,0.89,0.59,Sin acceso a internet
2020,Regidor,Bolívar,1827,72.3,0.84,0.27,1.52,2.4,Sin acceso a internet
2020,Pinillos,Bolívar,6279,91.91,0.91,0.88,0.76,0.59,Sin acceso a internet
2020,Norosi,Bolívar,2469,81.86,0.47,0.49,0.4,1.79,Sin acceso a internet
2020,Morales,Bolívar,5624,76.21,1.16,1.22,1.37,0.85,Sin acceso a internet
2020,Mompós,Bolívar,10921,102.38,1.23,1.26,1.29,0.64,Sin acceso a internet
2020,Montecristo,Bolívar,4342,69.55,2.51,1.68,5.11,1.38,Sin acceso a internet
2020,María la Baja,Bolívar,11858,95.39,1.11,0.51,1.42,3.65,Sin acceso a internet
2020,Margarita,Bolívar,2476,91.36,2.1,2.43,2.14,0.7,Sin acceso a internet
2020,Mahates,Bolívar,6425,91.8,0.95,1.29,0.72,0.26,Sin acceso a internet
2020,Magangué,Bolívar,31907,90.82,8.6,6.69,12.3,6.72,Sin acceso a internet
2020,Hatillo de Loba,Bolívar,3417,89.44,0.8,0.31,0.79,3.38,Sin acceso a internet
2020,El Peñón,Bolívar,2073,92.57,1.78,1.34,2.25,2.73,Sin acceso a internet
2020,El Guamo,Bolívar,1771,83.68,0.57,0.68,0.19,0.0,Sin acceso a internet
2020,El Carmen de Bolívar,Bolívar,16193,102.56,1.0,0.74,1.07,2.4,Sin acceso a internet
2020,Clemencia,Bolívar,3635,83.96,0.41,0.59,0.4,0.0,Sin acceso a internet
2020,Córdoba,Bolívar,3578,101.12,0.97,0.64,1.25,0.92,Sin acceso a internet
2020,Cicuco,Bolívar,3612,89.87,0.82,0.36,0.82,3.52,Sin acceso a internet
2020,Cantagallo,Bolívar,2052,100.34,0.29,0.17,0.16,0.0,Sin acceso a internet
2020,Calamar,Bolívar,5280,110.87,1.66,2.06,1.15,1.88,Sin acceso a internet
2020,Barranco de Loba,Bolívar,4024,110.29,3.85,3.78,3.22,4.93,Sin acceso a internet
2020,Arroyohondo,Bolívar,1922,90.37,1.12,0.85,1.65,2.04,Sin acceso a internet
2020,Arjona,Bolívar,16072,94.78,0.85,0.22,1.13,1.78,Sin acceso a internet
2020,Arenal,Bolívar,1964,97.45,0.85,0.59,0.81,2.87,Sin acceso a internet
