AÑO,MUNICIPIO,DEPARTAMENTO,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,DESERCIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,Causas
2020,Suesca,Cundinamarca,3812,76.84,1.54,0.63,2.53,2.59,Sin acceso a celulares
2020,Subachoque,Cundinamarca,3005,128.82,2.55,2.52,2.2,3.87,Sin acceso a celulares
2020,Sopó,Cundinamarca,5079,99.02,1.62,1.21,1.79,2.65,Sin acceso a celulares
2020,Soacha,Cundinamarca,143959,86.59,2.68,2.36,3.07,1.97,Sin acceso a celulares
2020,Simijaca,Cundinamarca,3026,76.87,0.52,0.89,0.37,0.0,Sin acceso a celulares
2020,Silvania,Cundinamarca,4336,83.83,3.31,2.22,3.91,5.57,Sin acceso a celulares
2020,Sibaté,Cundinamarca,6758,99.23,2.73,1.58,3.88,3.4,Sin acceso a celulares
2020,Sesquilé,Cundinamarca,2498,93.07,4.83,3.67,5.52,8.37,Sin acceso a celulares
2020,Sasaima,Cundinamarca,2197,88.62,2.47,1.77,3.31,1.49,Sin acceso a celulares
2020,San Juan de Río Seco,Cundinamarca,1527,95.81,1.25,1.37,0.56,1.33,Sin acceso a celulares
2020,San Francisco,Cundinamarca,2063,80.17,2.18,1.24,3.47,2.3,Sin acceso a celulares
2020,San Cayetano,Cundinamarca,951,82.23,3.75,1.2,4.93,8.0,Sin acceso a celulares
2020,San Bernardo,Cundinamarca,1728,91.15,1.91,0.85,2.17,3.86,Sin acceso a celulares
2020,San Antonio del Tequendama,Cundinamarca,2132,84.29,2.73,0.52,4.74,2.63,Sin acceso a celulares
2020,Ricaurte,Cundinamarca,2518,66.96,2.2,1.38,2.53,6.54,Sin acceso a celulares
2020,Apulo,Cundinamarca,1525,73.18,1.28,0.36,2.4,2.7,Sin acceso a celulares
2020,Quipile,Cundinamarca,1094,98.17,2.46,1.26,3.13,2.0,Sin acceso a celulares
2020,Quetame,Cundinamarca,1120,114.02,1.18,1.01,0.62,1.52,Sin acceso a celulares
2020,Quebradanegra,Cundinamarca,802,91.9,4.23,5.12,3.86,2.83,Sin acceso a celulares
2020,Pulí,Cundinamarca,637,71.43,1.63,0.44,3.55,0.0,Sin acceso a celulares
2020,Puerto Salgar,Cundinamarca,3032,104.45,2.46,2.42,2.79,1.5,Sin acceso a celulares
2020,Pasca,Cundinamarca,1917,110.64,0.8,0.26,0.82,1.52,Sin acceso a celulares
2020,Paratebueno,Cundinamarca,2094,96.08,2.06,2.17,1.97,1.4,Sin acceso a celulares
2020,Pandi,Cundinamarca,966,84.06,1.04,0.47,1.03,2.15,Sin acceso a celulares
2020,Paime,Cundinamarca,829,75.15,6.1,3.89,9.59,3.25,Sin acceso a celulares
2020,Pacho,Cundinamarca,4752,93.35,2.04,1.36,2.42,2.18,Sin acceso a celulares
2020,Venecia,Cundinamarca,814,99.75,2.63,1.97,2.9,4.3,Sin acceso a celulares
2020,Nocaima,Cundinamarca,1031,81.28,0.44,0.55,0.0,0.88,Sin acceso a celulares
2020,Nimaima,Cundinamarca,572,79.02,0.84,0.0,0.6,2.53,Sin acceso a celulares
2020,Nilo,Cundinamarca,1567,101.91,1.05,1.06,0.92,1.32,Sin acceso a celulares
2020,Nemocón,Cundinamarca,3100,94.65,2.63,1.66,3.72,2.88,Sin acceso a celulares
2020,Nariño,Cundinamarca,386,82.12,4.26,2.17,5.76,5.13,Sin acceso a celulares
2020,Mosquera,Cundinamarca,27813,93.42,1.33,1.84,0.68,0.65,Sin acceso a celulares
2020,Medina,Cundinamarca,1771,89.33,3.3,2.54,3.22,7.06,Sin acceso a celulares
2020,Manta,Cundinamarca,544,88.42,1.21,0.46,1.1,4.35,Sin acceso a celulares
2020,Madrid,Cundinamarca,23802,88.47,3.85,2.75,2.76,3.08,Sin acceso a celulares
2020,Macheta,Cundinamarca,1038,96.44,0.77,0.75,0.73,0.61,Sin acceso a celulares
2020,Lenguazaque,Cundinamarca,2308,85.88,2.43,0.23,3.99,6.98,Sin acceso a celulares
2020,La Vega,Cundinamarca,3333,92.38,1.42,1.31,1.16,2.64,Sin acceso a celulares
2020,La Peña,Cundinamarca,976,83.2,1.37,0.27,2.42,1.71,Sin acceso a celulares
2020,La Palma,Cundinamarca,1559,86.02,0.29,0.36,0.38,0.0,Sin acceso a celulares
2020,La Mesa,Cundinamarca,5824,90.75,0.94,0.73,1.2,1.11,Sin acceso a celulares
2020,La Calera,Cundinamarca,5519,159.05,2.48,2.59,2.42,2.87,Sin acceso a celulares
2020,Junín,Cundinamarca,1014,74.85,1.96,0.32,2.96,0.83,Sin acceso a celulares
2020,Jerusalén,Cundinamarca,376,105.05,0.0,0.0,0.0,0.0,Sin acceso a celulares
2020,Gutiérrez,Cundinamarca,721,87.38,3.73,3.23,4.37,3.66,Sin acceso a celulares
2020,Guayabetal,Cundinamarca,1388,84.22,3.1,2.56,2.66,7.21,Sin acceso a celulares
2020,Guayabal de Siquima,Cundinamarca,820,85.12,3.1,1.9,5.24,2.86,Sin acceso a celulares
2020,Guatavita,Cundinamarca,1250,83.92,1.19,0.0,1.67,1.82,Sin acceso a celulares
2020,Guataquí,Cundinamarca,446,88.79,3.57,2.96,4.57,0.0,Sin acceso a celulares
2020,Guasca,Cundinamarca,3177,94.74,2.26,2.06,2.24,3.12,Sin acceso a celulares
2020,Palmas del Socorro,Santander,505,93.47,1.4,0.88,2.34,1.41,Sin acceso a celulares
2020,Palmar,Santander,272,86.76,1.59,1.06,0.97,3.03,Sin acceso a celulares
2020,Onzaga,Santander,754,87.4,0.15,0.0,0.41,0.0,Sin acceso a celulares
2020,Oiba,Santander,2137,91.76,1.71,1.86,1.91,0.82,Sin acceso a celulares
2020,Ocamonte,Santander,1163,68.87,0.24,0.27,0.34,0.0,Sin acceso a celulares
2020,Molagavita,Santander,806,74.69,1.47,1.22,2.06,1.37,Sin acceso a celulares
2020,Guaduas,Cundinamarca,5079,93.8,0.98,1.05,0.55,1.11,Sin acceso a celulares
2020,Guachetá,Cundinamarca,3096,87.47,3.87,1.98,5.99,7.72,Sin acceso a celulares
2020,Granada,Cundinamarca,1651,90.79,0.62,0.55,0.67,1.27,Sin acceso a celulares
2020,Girardot,Cundinamarca,17509,103.22,2.72,3.27,2.56,1.41,Sin acceso a celulares
2020,Gama,Cundinamarca,605,78.18,0.78,1.06,0.5,1.28,Sin acceso a celulares
2020,Gachetá,Cundinamarca,1439,102.08,1.11,0.31,1.27,3.46,Sin acceso a celulares
2020,Gachancipá,Cundinamarca,3847,82.12,0.92,0.91,1.01,0.46,Sin acceso a celulares
2020,Gachala,Cundinamarca,764,96.86,1.16,0.0,2.15,2.54,Sin acceso a celulares
2020,Fusagasugá,Cundinamarca,25197,95.84,4.44,4.14,5.12,3.45,Sin acceso a celulares
2020,Fúquene,Cundinamarca,963,152.44,1.03,0.89,1.5,0.0,Sin acceso a celulares
2020,Funza,Cundinamarca,18629,101.37,10.56,6.02,5.64,45.37,Sin acceso a celulares
2020,Fosca,Cundinamarca,1286,89.42,3.24,1.33,5.51,4.72,Sin acceso a celulares
2020,Fomeque,Cundinamarca,2384,83.85,7.82,8.88,7.43,4.15,Sin acceso a celulares
2020,Facatativá,Cundinamarca,28766,88.88,5.82,6.74,5.34,3.03,Sin acceso a celulares
2020,El Rosal,Cundinamarca,5107,93.97,1.35,1.4,1.09,1.89,Sin acceso a celulares
2020,El Peñón,Cundinamarca,888,73.87,4.69,3.09,2.9,16.28,Sin acceso a celulares
2020,El Colegio,Cundinamarca,4364,95.37,1.59,1.21,2.36,1.11,Sin acceso a celulares
2020,Cucunubá,Cundinamarca,1762,82.97,2.81,2.32,3.58,2.94,Sin acceso a celulares
2020,Cota,Cundinamarca,6962,193.34,1.96,1.44,2.09,3.49,Sin acceso a celulares
2020,Cogua,Cundinamarca,4624,90.51,0.62,0.47,0.07,1.58,Sin acceso a celulares
2020,Chocontá,Cundinamarca,4741,82.45,1.32,0.88,0.87,4.36,Sin acceso a celulares
2020,Choachí,Cundinamarca,2060,98.79,0.58,0.87,0.24,0.64,Sin acceso a celulares
2020,Chipaque,Cundinamarca,1931,81.05,1.19,0.54,1.5,1.02,Sin acceso a celulares
2020,Chía,Cundinamarca,24855,109.82,1.47,1.42,1.01,2.92,Sin acceso a celulares
2020,Chaguaní,Cundinamarca,718,63.93,2.63,1.93,3.66,0.0,Sin acceso a celulares
2020,Carmen de Carupa,Cundinamarca,1587,78.76,3.64,2.67,5.21,4.0,Sin acceso a celulares
2020,Caqueza,Cundinamarca,3349,92.8,1.16,0.7,1.78,1.6,Sin acceso a celulares
2020,Caparrapí,Cundinamarca,2259,84.33,1.82,0.85,2.52,3.77,Sin acceso a celulares
2020,Cajicá,Cundinamarca,16570,86.69,1.74,1.38,2.27,1.48,Sin acceso a celulares
2020,Cachipay,Cundinamarca,1838,74.37,0.49,0.77,0.0,0.75,Sin acceso a celulares
2020,Cabrera,Cundinamarca,1118,76.12,1.05,0.0,2.03,2.97,Sin acceso a celulares
2020,Bojacá,Cundinamarca,2205,89.12,6.31,6.75,6.92,4.92,Sin acceso a celulares
2020,Bituima,Cundinamarca,403,93.05,1.48,0.0,2.5,4.55,Sin acceso a celulares
2020,Beltrán,Cundinamarca,348,94.25,1.1,0.63,0.72,2.33,Sin acceso a celulares
2020,Arbeláez,Cundinamarca,1841,94.79,3.04,1.13,5.07,2.59,Sin acceso a celulares
2020,Anolaima,Cundinamarca,2508,96.69,2.57,1.91,3.33,2.29,Sin acceso a celulares
2020,Anapoima,Cundinamarca,2690,91.9,2.48,0.65,4.88,2.68,Sin acceso a celulares
2020,Albán,Cundinamarca,1210,72.31,5.56,2.96,5.28,6.96,Sin acceso a celulares
2020,Agua de Dios,Cundinamarca,1844,88.72,1.59,1.81,1.26,2.08,Sin acceso a celulares
2020,Valencia,Córdoba,8443,97.95,1.16,0.94,1.39,1.44,Sin acceso a celulares
2020,Tuchín,Córdoba,14418,65.55,3.03,0.66,4.17,10.11,Sin acceso a celulares
2020,Tierralta,Córdoba,24280,101.81,2.47,2.32,2.8,2.45,Sin acceso a celulares
2020,San Pelayo,Córdoba,9809,75.73,2.45,1.79,2.94,2.31,Sin acceso a celulares
2020,San José de Uré,Córdoba,3731,75.77,3.76,3.67,4.73,1.03,Sin acceso a celulares
2020,San Carlos,Córdoba,5807,89.41,2.19,1.36,2.54,2.97,Sin acceso a celulares
2020,San Bernardo del Viento,Córdoba,8250,83.22,3.47,2.02,4.85,3.77,Sin acceso a celulares
2020,San Antero,Córdoba,7687,86.94,1.59,0.96,2.58,1.49,Sin acceso a celulares
2020,San Andrés Sotavento,Córdoba,11326,84.35,1.5,0.63,1.92,2.21,Sin acceso a celulares
2020,Sahagún,Córdoba,21644,94.71,1.84,1.84,1.69,1.54,Sin acceso a celulares
2020,Purísima,Córdoba,3641,92.64,3.54,3.0,4.04,3.76,Sin acceso a celulares
2020,Puerto Libertador,Córdoba,11105,88.61,4.82,3.5,6.03,8.5,Sin acceso a celulares
2020,Puerto Escondido,Córdoba,5687,83.82,2.2,0.85,3.0,3.66,Sin acceso a celulares
2020,Pueblo Nuevo,Córdoba,8029,82.0,1.0,0.61,1.41,1.22,Sin acceso a celulares
2020,Planeta Rica,Córdoba,13874,104.42,1.76,1.15,1.37,2.79,Sin acceso a celulares
2020,Moñitos,Córdoba,7329,80.87,3.96,1.86,5.11,6.71,Sin acceso a celulares
2020,Montelíbano,Córdoba,20396,95.76,3.34,2.51,4.18,4.84,Sin acceso a celulares
2020,Momil,Córdoba,4101,76.74,2.31,0.83,3.34,4.14,Sin acceso a celulares
2020,Los Córdobas,Córdoba,4501,84.54,3.95,2.94,5.96,3.68,Sin acceso a celulares
2020,Lorica,Córdoba,23194,103.19,1.47,0.97,2.05,1.35,Sin acceso a celulares
2020,La Apartada,Córdoba,3442,86.69,6.87,6.18,7.9,8.88,Sin acceso a celulares
2020,Cotorra,Córdoba,3722,78.21,0.71,0.49,0.54,0.71,Sin acceso a celulares
2020,Ciénaga de Oro,Córdoba,12148,99.11,1.24,1.05,0.8,1.68,Sin acceso a celulares
2020,Chinú,Córdoba,8993,104.11,4.84,3.14,6.25,5.56,Sin acceso a celulares
2020,Chimá,Córdoba,3455,75.43,2.3,1.44,3.15,2.48,Sin acceso a celulares
2020,Cereté,Córdoba,20243,95.91,2.91,1.96,2.79,3.06,Sin acceso a celulares
2020,Canalete,Córdoba,3652,111.64,3.03,2.09,4.44,3.77,Sin acceso a celulares
2020,Buenavista,Córdoba,5034,91.42,2.68,1.39,2.94,2.49,Sin acceso a celulares
2020,Ayapel,Córdoba,11569,92.07,5.12,3.38,7.38,3.81,Sin acceso a celulares
2020,Montería,Córdoba,98936,97.8,2.22,1.9,2.22,1.91,Sin acceso a celulares
2020,Tamalameque,Cesar,4148,98.14,11.82,7.24,6.46,52.9,Sin acceso a celulares
2020,San Martín,Cesar,6684,79.01,12.87,7.77,10.83,50.98,Sin acceso a celulares
2020,San Diego,Cesar,4758,90.42,10.86,7.36,9.47,41.83,Sin acceso a celulares
2020,San Alberto,Cesar,6372,82.41,13.26,9.66,10.53,44.42,Sin acceso a celulares
2020,La Paz,Cesar,7189,94.67,12.24,8.03,7.66,54.02,Sin acceso a celulares
2020,Río de Oro,Cesar,3583,90.73,11.8,7.54,10.18,42.98,Sin acceso a celulares
2020,Pueblo Bello,Cesar,8990,68.41,9.58,7.45,7.68,42.93,Sin acceso a celulares
2020,Pelaya,Cesar,5463,88.14,8.91,4.79,5.9,44.78,Sin acceso a celulares
2020,Pailitas,Cesar,4658,83.08,10.31,6.26,5.86,44.44,Sin acceso a celulares
2020,Manaure,Cesar,2510,99.72,12.66,9.53,7.6,39.64,Sin acceso a celulares
2020,La Jagua de Ibirico,Cesar,12873,87.56,12.13,8.86,8.27,46.05,Sin acceso a celulares
2020,La Gloria,Cesar,4227,82.78,9.86,6.38,8.0,41.93,Sin acceso a celulares
2020,González,Cesar,972,82.2,12.95,8.78,12.63,46.55,Sin acceso a celulares
2020,Gamarra,Cesar,3390,68.02,12.56,7.45,6.42,52.43,Sin acceso a celulares
2020,El Paso,Cesar,10782,98.13,10.26,6.02,6.6,48.76,Sin acceso a celulares
2020,El Copey,Cesar,7789,99.04,12.96,8.76,11.21,43.78,Sin acceso a celulares
2020,Curumaní,Cesar,9765,90.44,13.21,8.8,7.57,50.19,Sin acceso a celulares
2020,Chiriguaná,Cesar,7206,98.88,11.29,7.25,6.99,51.0,Sin acceso a celulares
2020,Chimichagua,Cesar,9606,93.38,10.44,7.0,6.06,44.28,Sin acceso a celulares
2020,Bosconia,Cesar,10958,90.99,11.42,7.93,6.26,45.93,Sin acceso a celulares
2020,Becerril,Cesar,6207,92.25,12.65,8.88,11.0,46.64,Sin acceso a celulares
2020,Astrea,Cesar,5394,90.06,11.17,6.77,9.77,48.07,Sin acceso a celulares
2020,Agustín Codazzi,Cesar,15294,103.79,9.61,5.72,8.76,43.81,Sin acceso a celulares
2020,Aguachica,Cesar,26100,84.87,10.49,5.75,6.82,47.62,Sin acceso a celulares
2020,Valledupar,Cesar,117485,90.07,3.19,3.1,3.35,2.35,Sin acceso a celulares
2020,Villa Rica,Cauca,4066,76.14,1.47,0.88,2.07,2.2,Sin acceso a celulares
2020,Totoró,Cauca,6015,66.73,2.81,0.82,5.16,6.05,Sin acceso a celulares
2020,Toribio,Cauca,8589,70.04,2.33,2.06,2.65,3.92,Sin acceso a celulares
2020,Timbiquí,Cauca,7561,76.68,0.52,0.46,0.46,1.27,Sin acceso a celulares
2020,Timbío,Cauca,6346,84.08,1.64,1.18,2.37,1.37,Sin acceso a celulares
2020,Sucre,Cauca,1797,54.42,1.12,0.23,2.55,0.65,Sin acceso a celulares
2020,Suárez,Cauca,7150,58.81,2.53,1.94,2.93,4.4,Sin acceso a celulares
2020,Sotara,Cauca,2522,58.68,1.68,0.84,2.41,2.97,Sin acceso a celulares
2020,Silvia,Cauca,8357,71.72,2.23,0.69,3.26,6.24,Sin acceso a celulares
2020,Santa Rosa,Cauca,1148,80.49,1.1,0.97,1.53,1.23,Sin acceso a celulares
2020,Santander de Quilichao,Cauca,21464,93.72,1.44,1.2,1.6,1.64,Sin acceso a celulares
2020,San Sebastián,Cauca,1917,60.67,2.96,3.92,1.71,2.03,Sin acceso a celulares
2020,Rosas,Cauca,1834,83.26,2.39,0.71,4.06,4.13,Sin acceso a celulares
2020,Puracé,Cauca,3657,67.43,1.35,0.72,1.93,3.01,Sin acceso a celulares
2020,Puerto Tejada,Cauca,7958,108.46,0.54,0.42,0.73,0.71,Sin acceso a celulares
2020,Piendamó,Cauca,8014,90.69,0.84,0.5,0.93,1.16,Sin acceso a celulares
2020,Piamonte,Cauca,2345,76.46,2.87,2.11,5.21,1.42,Sin acceso a celulares
2020,Patía,Cauca,7294,81.92,1.97,0.84,3.27,1.91,Sin acceso a celulares
2020,Paez,Cauca,12605,68.23,2.52,1.38,3.83,4.43,Sin acceso a celulares
2020,Padilla,Cauca,1886,82.56,0.7,0.4,0.79,1.8,Sin acceso a celulares
2020,Morales,Cauca,9012,68.05,1.19,1.01,1.0,2.91,Sin acceso a celulares
2020,Miranda,Cauca,6032,95.94,1.34,0.96,1.62,1.99,Sin acceso a celulares
2020,Mercaderes,Cauca,4144,62.5,3.26,1.33,5.44,2.09,Sin acceso a celulares
2020,López,Cauca,5399,88.29,1.91,0.99,3.41,4.49,Sin acceso a celulares
2020,La Vega,Cauca,4517,56.45,3.25,1.07,4.83,5.36,Sin acceso a celulares
2020,La Sierra,Cauca,1844,86.82,0.8,0.39,0.47,3.65,Sin acceso a celulares
2020,Jambaló,Cauca,4499,78.62,1.59,0.58,1.89,3.68,Sin acceso a celulares
2020,Inzá,Cauca,7153,90.88,2.52,0.96,3.56,6.21,Sin acceso a celulares
2020,Guapi,Cauca,7471,89.76,0.75,0.49,1.23,1.1,Sin acceso a celulares
2020,Guachene,Cauca,3976,77.69,0.47,0.79,0.0,0.72,Sin acceso a celulares
2020,Florencia,Cauca,973,104.83,0.82,1.05,0.0,2.9,Sin acceso a celulares
2020,El Tambo,Cauca,10067,84.86,1.17,0.93,1.1,1.9,Sin acceso a celulares
2020,Corinto,Cauca,5139,95.84,3.47,2.65,4.83,4.23,Sin acceso a celulares
2020,Caloto,Cauca,6291,90.57,1.16,0.94,1.05,1.88,Sin acceso a celulares
2020,Caldono,Cauca,10328,86.59,0.94,0.34,1.73,1.32,Sin acceso a celulares
2020,Cajibío,Cauca,9023,73.08,1.1,0.66,1.12,2.9,Sin acceso a celulares
2020,Buenos Aires,Cauca,7070,74.85,1.7,1.8,1.54,2.51,Sin acceso a celulares
2020,Bolívar,Cauca,6357,87.81,1.82,1.2,2.57,2.62,Sin acceso a celulares
2020,Balboa,Cauca,4226,79.82,2.01,1.11,2.95,3.53,Sin acceso a celulares
2020,Argelia,Cauca,5441,105.31,2.63,1.63,3.94,3.56,Sin acceso a celulares
2020,Almaguer,Cauca,3418,69.13,2.4,0.27,4.8,2.9,Sin acceso a celulares
2020,Popayán,Cauca,51908,104.07,1.26,1.19,1.35,1.15,Sin acceso a celulares
2020,Valparaíso,Caquetá,1932,69.72,2.74,2.07,3.77,3.62,Sin acceso a celulares
2020,Solita,Caquetá,1679,86.36,2.69,3.28,1.72,3.97,Sin acceso a celulares
2020,Solano,Caquetá,3262,72.62,2.42,1.69,4.07,1.85,Sin acceso a celulares
2020,San Vicente del Caguán,Caquetá,13486,94.16,5.03,4.99,5.4,4.83,Sin acceso a celulares
2020,San José del Fragua,Caquetá,3608,85.84,8.0,8.37,9.14,6.41,Sin acceso a celulares
2020,Puerto Rico,Caquetá,6823,83.85,4.0,3.29,5.56,4.41,Sin acceso a celulares
2020,Morelia,Caquetá,849,86.45,5.86,5.21,7.89,0.0,Sin acceso a celulares
2020,Milán,Caquetá,2994,68.77,2.8,1.9,3.25,8.38,Sin acceso a celulares
2020,La Montañita,Caquetá,3999,81.55,4.12,1.96,7.88,4.42,Sin acceso a celulares
2020,El Paujil,Caquetá,4564,63.1,2.56,1.63,4.51,1.24,Sin acceso a celulares
2020,El Doncello,Caquetá,4550,88.29,2.64,2.62,2.81,3.08,Sin acceso a celulares
2020,Curillo,Caquetá,2065,91.91,2.55,2.44,3.05,0.0,Sin acceso a celulares
2020,Cartagena del Chairá,Caquetá,8519,91.74,7.73,6.51,10.36,12.52,Sin acceso a celulares
2020,Belén de los Andaquies,Caquetá,2961,73.52,1.98,1.98,2.53,0.43,Sin acceso a celulares
2020,Albania,Caquetá,1079,82.95,4.33,2.63,5.9,7.63,Sin acceso a celulares
2020,Florencia,Caquetá,36232,97.37,9.25,8.8,10.35,6.78,Sin acceso a celulares
2020,Viterbo,Caldas,2106,92.02,0.74,0.63,0.87,0.93,Sin acceso a celulares
2020,Villamaría,Caldas,10794,83.6,3.56,2.95,4.29,3.37,Sin acceso a celulares
2020,Victoria,Caldas,1982,80.63,1.84,0.7,3.07,2.29,Sin acceso a celulares
2020,Supía,Caldas,5204,83.92,3.07,1.78,4.94,2.8,Sin acceso a celulares
2020,San José,Caldas,853,97.54,2.6,2.66,2.88,2.33,Sin acceso a celulares
2020,Samaná,Caldas,3931,88.32,2.38,1.18,3.27,4.35,Sin acceso a celulares
2020,Salamina,Caldas,3112,71.75,1.63,0.93,2.15,1.45,Sin acceso a celulares
2020,Risaralda,Caldas,1800,94.39,1.72,0.54,3.05,2.3,Sin acceso a celulares
2020,Riosucio,Caldas,9160,88.05,0.95,0.52,1.31,1.76,Sin acceso a celulares
2020,Pensilvania,Caldas,3672,84.2,1.33,0.74,1.72,1.84,Sin acceso a celulares
2020,Palestina,Caldas,2739,92.95,4.76,2.57,7.72,4.66,Sin acceso a celulares
2020,Pácora,Caldas,2339,84.69,2.62,0.83,4.03,5.14,Sin acceso a celulares
2020,Norcasia,Caldas,1294,97.84,1.4,1.16,1.22,1.06,Sin acceso a celulares
2020,Neira,Caldas,3699,94.84,4.56,3.99,5.22,5.04,Sin acceso a celulares
2020,Marulanda,Caldas,448,69.64,1.17,0.0,1.72,2.99,Sin acceso a celulares
2020,Marquetalia,Caldas,2591,87.46,3.69,1.12,5.95,6.16,Sin acceso a celulares
2020,Marmato,Caldas,1870,91.07,2.34,0.58,5.23,2.56,Sin acceso a celulares
2020,Manzanares,Caldas,3191,81.35,1.49,0.62,2.41,2.04,Sin acceso a celulares
2020,La Merced,Caldas,951,97.37,5.0,5.21,5.94,2.96,Sin acceso a celulares
2020,La Dorada,Caldas,13510,86.97,2.02,2.23,2.09,1.47,Sin acceso a celulares
2020,Filadelfia,Caldas,1988,72.08,4.93,2.03,8.7,5.0,Sin acceso a celulares
2020,Chinchiná,Caldas,8373,96.48,4.44,3.99,4.82,4.74,Sin acceso a celulares
2020,Belalcázar,Caldas,2074,85.44,2.02,1.3,2.97,3.02,Sin acceso a celulares
2020,Aranzazu,Caldas,1911,92.94,1.68,1.22,2.2,1.43,Sin acceso a celulares
2020,Anserma,Caldas,6125,81.58,0.91,0.68,1.16,1.15,Sin acceso a celulares
2020,Aguadas,Caldas,3947,86.55,2.26,1.05,2.82,5.04,Sin acceso a celulares
2020,Manizales,Caldas,62082,80.98,2.0,1.58,2.68,1.64,Sin acceso a celulares
2020,Zetaquira,Boyacá,901,91.45,1.27,0.62,1.76,1.95,Sin acceso a celulares
2020,Viracachá,Boyacá,561,65.42,1.01,0.0,1.91,2.22,Sin acceso a celulares
2020,Ventaquemada,Boyacá,3430,83.99,1.48,0.54,2.03,2.68,Sin acceso a celulares
2020,Umbita,Boyacá,1522,75.1,0.17,0.0,0.0,1.01,Sin acceso a celulares
2020,Tutazá,Boyacá,390,85.9,0.85,1.3,0.0,0.0,Sin acceso a celulares
2020,Tuta,Boyacá,1720,110.47,1.21,1.55,0.39,1.26,Sin acceso a celulares
2020,Turmequé,Boyacá,1161,115.5,2.95,1.06,4.22,3.47,Sin acceso a celulares
2020,Tununguá,Boyacá,303,91.75,3.34,0.0,6.78,4.26,Sin acceso a celulares
2020,Tota,Boyacá,1155,82.77,3.24,0.44,7.06,4.17,Sin acceso a celulares
2020,Tópaga,Boyacá,754,86.47,1.0,0.32,1.92,1.28,Sin acceso a celulares
2020,Togüí,Boyacá,951,91.69,0.44,0.54,0.29,0.75,Sin acceso a celulares
2020,Toca,Boyacá,1933,99.9,1.5,0.67,1.59,4.98,Sin acceso a celulares
2020,Tipacoque,Boyacá,624,89.9,0.68,0.38,1.36,0.0,Sin acceso a celulares
2020,Tinjacá,Boyacá,600,84.67,0.19,0.0,0.53,0.0,Sin acceso a celulares
2020,Tibasosa,Boyacá,2407,81.22,1.62,1.42,1.73,1.8,Sin acceso a celulares
2020,Tibaná,Boyacá,1718,80.38,3.0,1.29,4.56,5.33,Sin acceso a celulares
2020,Tenza,Boyacá,588,85.71,0.0,0.0,0.0,0.0,Sin acceso a celulares
2020,Tasco,Boyacá,1183,85.8,1.66,0.86,2.15,3.42,Sin acceso a celulares
2020,Sutatenza,Boyacá,685,58.83,0.73,0.0,1.24,1.19,Sin acceso a celulares
2020,Sutamarchán,Boyacá,1197,76.61,0.21,0.0,0.0,0.78,Sin acceso a celulares
2020,Susacón,Boyacá,475,71.16,1.14,0.67,0.75,4.65,Sin acceso a celulares
2020,Soracá,Boyacá,1413,118.19,1.69,1.3,1.28,3.9,Sin acceso a celulares
2020,Sotaquirá,Boyacá,1743,71.77,3.55,1.82,4.33,8.75,Sin acceso a celulares
2020,Sora,Boyacá,652,82.21,0.18,0.0,0.48,0.0,Sin acceso a celulares
2020,Somondoco,Boyacá,387,105.17,0.7,0.0,0.56,2.22,Sin acceso a celulares
2020,Sogamoso,Boyacá,22751,113.34,1.4,1.13,1.71,1.39,Sin acceso a celulares
2020,Socha,Boyacá,1631,107.85,3.66,3.35,4.26,2.88,Sin acceso a celulares
2020,Socotá,Boyacá,1546,93.08,0.99,0.43,1.52,1.83,Sin acceso a celulares
2020,Soatá,Boyacá,1496,96.99,1.39,1.2,1.15,1.41,Sin acceso a celulares
2020,Siachoque,Boyacá,1580,99.56,0.62,0.0,1.18,0.93,Sin acceso a celulares
2020,Sativasur,Boyacá,192,102.6,0.0,0.0,0.0,0.0,Sin acceso a celulares
2020,Sativanorte,Boyacá,360,87.78,2.01,1.21,4.0,0.0,Sin acceso a celulares
2020,Santa Sofía,Boyacá,593,88.53,1.62,1.83,1.8,1.41,Sin acceso a celulares
2020,Santa Rosa de Viterbo,Boyacá,2162,81.54,1.78,0.88,2.91,2.33,Sin acceso a celulares
2020,Santa María,Boyacá,642,95.02,0.83,0.36,0.0,4.94,Sin acceso a celulares
2020,Santana,Boyacá,1477,87.75,0.61,0.56,0.57,0.67,Sin acceso a celulares
2020,San Pablo de Borbur,Boyacá,1438,80.74,1.15,0.61,2.22,0.54,Sin acceso a celulares
2020,San Miguel de Sema,Boyacá,635,101.26,0.9,0.88,1.0,0.95,Sin acceso a celulares
2020,San Mateo,Boyacá,563,98.05,0.67,0.77,0.0,2.67,Sin acceso a celulares
2020,San Luis de Gaceno,Boyacá,1042,87.04,1.85,1.17,2.13,3.05,Sin acceso a celulares
2020,San José de Pare,Boyacá,857,83.31,0.66,0.0,0.0,5.32,Sin acceso a celulares
2020,San Eduardo,Boyacá,263,91.25,0.79,0.0,0.99,2.22,Sin acceso a celulares
2020,Samacá,Boyacá,4127,110.35,0.72,0.62,0.6,0.59,Sin acceso a celulares
2020,Sáchica,Boyacá,1189,74.1,0.54,0.3,0.0,2.04,Sin acceso a celulares
2020,Saboyá,Boyacá,2900,77.48,1.19,0.35,1.92,2.05,Sin acceso a celulares
2020,Rondón,Boyacá,473,77.8,2.56,0.0,3.73,7.41,Sin acceso a celulares
